personnel_id,snapshot_date,synthetic_welfare_risk_score
P00155,2026-09-01,48.891
P00156,2026-04-04,46.389
P00156,2026-05-04,55.542
P00156,2026-06-03,50.896
P00156,2026-07-03,46.947
P00156,2026-08-02,58.618
P00156,2026-09-01,55.059
P00157,2026-04-04,41.091
P00157,2026-05-04,41.149
P00157,2026-06-03,48.901
P00157,2026-07-03,44.05
P00157,2026-08-02,55.618
P00157,2026-09-01,43.787
P00158,2026-04-04,26.157
P00158,2026-05-04,27.226
P00158,2026-06-03,24.932
P00158,2026-07-03,28.686
P00158,2026-08-02,25.717
P00158,2026-09-01,26.732
P00159,2026-04-04,38.098
P00159,2026-05-04,31.748
P00159,2026-06-03,37.615
P00159,2026-07-03,31.223
P00159,2026-08-02,42.46
P00159,2026-09-01,36.174
P00160,2026-04-04,44.349
P00160,2026-05-04,41.553
P00160,2026-06-03,44.286
P00160,2026-07-03,47.176
P00160,2026-08-02,46.4
P00160,2026-09-01,46.001
P00161,2026-04-04,64.466
P00161,2026-05-04,58.433
P00161,2026-06-03,56.294
P00161,2026-07-03,59.954
P00161,2026-08-02,57.86
P00161,2026-09-01,66.962
P00162,2026-04-04,51.935
P00162,2026-05-04,62.615
P00162,2026-06-03,48.433
P00162,2026-07-03,46.127
P00162,2026-08-02,58.237
P00162,2026-09-01,65.472
P00163,2026-04-04,58.017
P00163,2026-05-04,51.086
P00163,2026-06-03,58.329
P00163,2026-07-03,55.585
P00163,2026-08-02,58.026
P00163,2026-09-01,58.123
P00164,2026-04-04,39.075
P00164,2026-05-04,65.277
P00164,2026-06-03,46.721
P00164,2026-07-03,57.707
P00164,2026-08-02,56.488
P00164,2026-09-01,60.649
P00165,2026-04-04,55.082
P00165,2026-05-04,77.753
P00165,2026-06-03,62.465
P00165,2026-07-03,69.606
P00165,2026-08-02,73.584
P00165,2026-09-01,68.703
P00166,2026-04-04,43.965
P00166,2026-05-04,45.576
P00166,2026-06-03,49.211
P00166,2026-07-03,47.053
P00166,2026-08-02,47.478
P00166,2026-09-01,55.743
P00167,2026-04-04,63.325
P00167,2026-05-04,68.146
P00167,2026-06-03,73.075
P00167,2026-07-03,67.976
P00167,2026-08-02,65.967
P00167,2026-09-01,69.263
P00168,2026-04-04,54.311
P00168,2026-05-04,44.192
P00168,2026-06-03,57.908
P00168,2026-07-03,59.153
P00168,2026-08-02,64.602
P00168,2026-09-01,60.608
P00169,2026-04-04,41.325
P00169,2026-05-04,22.587
P00169,2026-06-03,45.248
P00169,2026-07-03,35.85
P00169,2026-08-02,28.173
P00169,2026-09-01,35.918
P00170,2026-04-04,45.622
P00170,2026-05-04,40.01
P00170,2026-06-03,40.801
P00170,2026-07-03,55.055
P00170,2026-08-02,41.257
P00170,2026-09-01,41.475
P00171,2026-04-04,61.571
P00171,2026-05-04,61.177
P00171,2026-06-03,72.054
P00171,2026-07-03,61.038
P00171,2026-08-02,66.328
P00171,2026-09-01,68.347
P00172,2026-04-04,39.356
P00172,2026-05-04,48.844
P00172,2026-06-03,27.226
P00172,2026-07-03,34.434
P00172,2026-08-02,34.064
P00172,2026-09-01,30.162
P00173,2026-04-04,63.093
P00173,2026-05-04,43.151
P00173,2026-06-03,52.607
P00173,2026-07-03,64.833
P00173,2026-08-02,56.141
P00173,2026-09-01,71.799
P00174,2026-04-04,60.308
P00174,2026-05-04,43.053
P00174,2026-06-03,51.491
P00174,2026-07-03,58.314
P00174,2026-08-02,47.344
P00174,2026-09-01,40.155
P00175,2026-04-04,60.742
P00175,2026-05-04,57.241
P00175,2026-06-03,61.7
P00175,2026-07-03,43.68
P00175,2026-08-02,57.413
P00175,2026-09-01,74.5
P00176,2026-04-04,44.05
P00176,2026-05-04,33.105
P00176,2026-06-03,49.93
P00176,2026-07-03,44.493
P00176,2026-08-02,43.23
P00176,2026-09-01,36.901
P00177,2026-04-04,62.467
P00177,2026-05-04,51.567
P00177,2026-06-03,63.164
P00177,2026-07-03,59.974
P00177,2026-08-02,57.748
P00177,2026-09-01,66.139
P00178,2026-04-04,44.026
P00178,2026-05-04,44.644
P00178,2026-06-03,56.174
P00178,2026-07-03,47.794
P00178,2026-08-02,66.056
P00178,2026-09-01,59.167
P00179,2026-04-04,43.963
P00179,2026-05-04,49.448
P00179,2026-06-03,43.991
P00179,2026-07-03,53.17
P00179,2026-08-02,59.868
P00179,2026-09-01,48.884
P00180,2026-04-04,60.658
P00180,2026-05-04,56.0
P00180,2026-06-03,65.999
P00180,2026-07-03,51.447
P00180,2026-08-02,57.479
P00180,2026-09-01,62.899
P00181,2026-04-04,36.977
P00181,2026-05-04,46.742
P00181,2026-06-03,40.76
P00181,2026-07-03,41.417
P00181,2026-08-02,52.372
P00181,2026-09-01,48.982
P00182,2026-04-04,34.035
P00182,2026-05-04,36.932
P00182,2026-06-03,34.685
P00182,2026-07-03,42.079
P00182,2026-08-02,42.562
P00182,2026-09-01,49.836
P00183,2026-04-04,55.602
P00183,2026-05-04,57.005
P00183,2026-06-03,58.33
P00183,2026-07-03,59.335
P00183,2026-08-02,54.789
P00183,2026-09-01,48.151
P00184,2026-04-04,29.27
P00184,2026-05-04,38.139
P00184,2026-06-03,32.123
P00184,2026-07-03,34.882
P00184,2026-08-02,34.484
P00184,2026-09-01,36.95
P00185,2026-04-04,44.019
P00185,2026-05-04,46.684
P00185,2026-06-03,44.281
P00185,2026-07-03,57.692
P00185,2026-08-02,64.43
P00185,2026-09-01,55.402
P00186,2026-04-04,21.65
P00186,2026-05-04,23.74
P00186,2026-06-03,20.485
P00186,2026-07-03,26.928
P00186,2026-08-02,24.894
P00186,2026-09-01,21.637
P00187,2026-04-04,60.922
P00187,2026-05-04,56.344
P00187,2026-06-03,61.253
P00187,2026-07-03,67.229
P00187,2026-08-02,70.771
P00187,2026-09-01,70.287
P00188,2026-04-04,46.273
P00188,2026-05-04,53.532
P00188,2026-06-03,38.736
P00188,2026-07-03,55.304
P00188,2026-08-02,48.153
P00188,2026-09-01,33.462
P00189,2026-04-04,31.626
P00189,2026-05-04,30.708
P00189,2026-06-03,37.725
P00189,2026-07-03,35.195
P00189,2026-08-02,33.833
P00189,2026-09-01,35.598
P00190,2026-04-04,27.115
P00190,2026-05-04,27.241
P00190,2026-06-03,20.82
P00190,2026-07-03,24.504
P00190,2026-08-02,24.017
P00190,2026-09-01,26.753
P00191,2026-04-04,66.934
P00191,2026-05-04,61.908
P00191,2026-06-03,46.813
P00191,2026-07-03,50.108
P00191,2026-08-02,49.289
P00191,2026-09-01,61.305
P00192,2026-04-04,61.491
P00192,2026-05-04,61.865
P00192,2026-06-03,57.051
P00192,2026-07-03,63.026
P00192,2026-08-02,62.446
P00192,2026-09-01,68.577
P00193,2026-04-04,41.784
P00193,2026-05-04,45.654
P00193,2026-06-03,39.918
P00193,2026-07-03,53.15
P00193,2026-08-02,50.039
P00193,2026-09-01,40.626
P00194,2026-04-04,49.676
P00194,2026-05-04,52.956
P00194,2026-06-03,48.602
P00194,2026-07-03,45.709
P00194,2026-08-02,44.325
P00194,2026-09-01,52.225
P00195,2026-04-04,72.847
P00195,2026-05-04,82.2
P00195,2026-06-03,77.227
P00195,2026-07-03,70.24
P00195,2026-08-02,72.723
P00195,2026-09-01,75.038
P00196,2026-04-04,63.02
P00196,2026-05-04,55.098
P00196,2026-06-03,59.219
P00196,2026-07-03,61.078
P00196,2026-08-02,53.624
P00196,2026-09-01,61.521
P00197,2026-04-04,37.464
P00197,2026-05-04,43.989
P00197,2026-06-03,35.959
P00197,2026-07-03,47.791
P00197,2026-08-02,38.244
P00197,2026-09-01,38.354
P00198,2026-04-04,81.804
P00198,2026-05-04,74.606
P00198,2026-06-03,69.638
P00198,2026-07-03,66.103
P00198,2026-08-02,61.114
P00198,2026-09-01,66.353
P00199,2026-04-04,39.133
P00199,2026-05-04,32.543
P00199,2026-06-03,42.533
P00199,2026-07-03,32.11
P00199,2026-08-02,33.02
P00199,2026-09-01,45.945
P00200,2026-04-04,32.462
P00200,2026-05-04,43.402
P00200,2026-06-03,41.219
P00200,2026-07-03,37.891
P00200,2026-08-02,42.422
P00200,2026-09-01,47.326
P00201,2026-04-04,49.884
P00201,2026-05-04,48.687
P00201,2026-06-03,36.992
P00201,2026-07-03,54.617
P00201,2026-08-02,49.532
P00201,2026-09-01,46.861
P00202,2026-04-04,47.873
P00202,2026-05-04,42.702
P00202,2026-06-03,57.482
P00202,2026-07-03,45.792
P00202,2026-08-02,54.631
P00202,2026-09-01,51.966
P00203,2026-04-04,59.654
P00203,2026-05-04,46.993
P00203,2026-06-03,51.112
P00203,2026-07-03,40.492
P00203,2026-08-02,57.105
P00203,2026-09-01,51.801
P00204,2026-04-04,43.386
P00204,2026-05-04,33.699
P00204,2026-06-03,43.465
P00204,2026-07-03,37.067
P00204,2026-08-02,36.444
P00204,2026-09-01,32.404
P00205,2026-04-04,56.001
P00205,2026-05-04,70.687
P00205,2026-06-03,66.719
P00205,2026-07-03,69.768
P00205,2026-08-02,66.342
P00205,2026-09-01,69.395
P00206,2026-04-04,46.561
P00206,2026-05-04,52.805
P00206,2026-06-03,57.98
P00206,2026-07-03,56.678
P00206,2026-08-02,57.617
P00206,2026-09-01,61.982
P00207,2026-04-04,47.004
P00207,2026-05-04,52.483
P00207,2026-06-03,69.829
P00207,2026-07-03,50.453
P00207,2026-08-02,60.756
P00207,2026-09-01,59.313
P00208,2026-04-04,52.334
P00208,2026-05-04,65.215
P00208,2026-06-03,70.652
P00208,2026-07-03,64.347
P00208,2026-08-02,66.085
P00208,2026-09-01,63.323
P00209,2026-04-04,45.241
P00209,2026-05-04,46.904
P00209,2026-06-03,54.842
P00209,2026-07-03,51.447
P00209,2026-08-02,47.678
P00209,2026-09-01,47.573
P00210,2026-04-04,50.263
P00210,2026-05-04,55.048
P00210,2026-06-03,73.988
P00210,2026-07-03,82.959
P00210,2026-08-02,64.167
P00210,2026-09-01,80.564
P00211,2026-04-04,50.079
P00211,2026-05-04,49.545
P00211,2026-06-03,44.472
P00211,2026-07-03,39.889
P00211,2026-08-02,52.116
P00211,2026-09-01,48.615
P00212,2026-04-04,53.419
P00212,2026-05-04,57.149
P00212,2026-06-03,40.613
P00212,2026-07-03,61.685
P00212,2026-08-02,59.626
P00212,2026-09-01,58.983
P00213,2026-04-04,51.372
P00213,2026-05-04,43.996
P00213,2026-06-03,52.1
P00213,2026-07-03,43.84
P00213,2026-08-02,45.517
P00213,2026-09-01,43.897
P00214,2026-04-04,56.157
P00214,2026-05-04,55.65
P00214,2026-06-03,45.282
P00214,2026-07-03,55.125
P00214,2026-08-02,58.66
P00214,2026-09-01,59.679
P00215,2026-04-04,49.842
P00215,2026-05-04,51.36
P00215,2026-06-03,34.852
P00215,2026-07-03,56.817
P00215,2026-08-02,49.328
P00215,2026-09-01,46.688
P00216,2026-04-04,47.313
P00216,2026-05-04,44.996
P00216,2026-06-03,46.589
P00216,2026-07-03,45.285
P00216,2026-08-02,56.789
P00216,2026-09-01,50.284
P00217,2026-04-04,68.644
P00217,2026-05-04,65.449
P00217,2026-06-03,78.056
P00217,2026-07-03,60.596
P00217,2026-08-02,73.122
P00217,2026-09-01,64.753
P00218,2026-04-04,65.919
P00218,2026-05-04,69.944
P00218,2026-06-03,56.927
P00218,2026-07-03,67.033
P00218,2026-08-02,48.177
P00218,2026-09-01,64.306
P00219,2026-04-04,60.17
P00219,2026-05-04,56.522
P00219,2026-06-03,48.168
P00219,2026-07-03,55.073
P00219,2026-08-02,68.339
P00219,2026-09-01,75.535
P00220,2026-04-04,20.942
P00220,2026-05-04,35.702
P00220,2026-06-03,39.417
P00220,2026-07-03,19.291
P00220,2026-08-02,20.085
P00220,2026-09-01,28.468
P00221,2026-04-04,43.501
P00221,2026-05-04,44.464
P00221,2026-06-03,52.34
P00221,2026-07-03,40.927
P00221,2026-08-02,46.722
P00221,2026-09-01,42.554
P00222,2026-04-04,48.53
P00222,2026-05-04,48.931
P00222,2026-06-03,39.463
P00222,2026-07-03,43.244
P00222,2026-08-02,44.607
P00222,2026-09-01,31.722
P00223,2026-04-04,45.992
P00223,2026-05-04,40.076
P00223,2026-06-03,52.759
P00223,2026-07-03,51.885
P00223,2026-08-02,56.579
P00223,2026-09-01,55.123
P00224,2026-04-04,38.365
P00224,2026-05-04,30.144
P00224,2026-06-03,29.517
P00224,2026-07-03,33.303
P00224,2026-08-02,33.944
P00224,2026-09-01,24.992
P00225,2026-04-04,59.962
P00225,2026-05-04,63.517
P00225,2026-06-03,74.48
P00225,2026-07-03,70.562
P00225,2026-08-02,52.981
P00225,2026-09-01,68.511
P00226,2026-04-04,44.898
P00226,2026-05-04,41.192
P00226,2026-06-03,48.788
P00226,2026-07-03,48.572
P00226,2026-08-02,51.263
P00226,2026-09-01,53.941
P00227,2026-04-04,68.001
P00227,2026-05-04,49.734
P00227,2026-06-03,60.296
P00227,2026-07-03,59.73
P00227,2026-08-02,50.586
P00227,2026-09-01,53.244
P00228,2026-04-04,36.159
P00228,2026-05-04,30.407
P00228,2026-06-03,25.76
P00228,2026-07-03,20.458
P00228,2026-08-02,26.614
P00228,2026-09-01,24.893
P00229,2026-04-04,55.049
P00229,2026-05-04,49.699
P00229,2026-06-03,47.787
P00229,2026-07-03,53.81
P00229,2026-08-02,61.338
P00229,2026-09-01,65.565
P00230,2026-04-04,43.229
P00230,2026-05-04,53.794
P00230,2026-06-03,55.335
P00230,2026-07-03,56.157
P00230,2026-08-02,54.232
P00230,2026-09-01,57.966
P00231,2026-04-04,73.139
P00231,2026-05-04,67.209
P00231,2026-06-03,62.051
P00231,2026-07-03,72.283
P00231,2026-08-02,75.212
P00231,2026-09-01,80.906
P00232,2026-04-04,20.002
P00232,2026-05-04,29.113
P00232,2026-06-03,25.023
P00232,2026-07-03,26.475
P00232,2026-08-02,25.68
P00232,2026-09-01,30.821
P00233,2026-04-04,58.71
P00233,2026-05-04,54.063
P00233,2026-06-03,50.481
P00233,2026-07-03,63.799
P00233,2026-08-02,56.554
P00233,2026-09-01,53.515
P00234,2026-04-04,59.98
P00234,2026-05-04,67.091
P00234,2026-06-03,55.307
P00234,2026-07-03,62.712
P00234,2026-08-02,69.962
P00234,2026-09-01,65.291
P00235,2026-04-04,51.944
P00235,2026-05-04,49.487
P00235,2026-06-03,59.764
P00235,2026-07-03,47.02
P00235,2026-08-02,59.334
P00235,2026-09-01,47.917
P00236,2026-04-04,44.475
P00236,2026-05-04,40.593
P00236,2026-06-03,36.448
P00236,2026-07-03,45.913
P00236,2026-08-02,45.845
P00236,2026-09-01,39.414
P00237,2026-04-04,58.955
P00237,2026-05-04,78.867
P00237,2026-06-03,65.039
P00237,2026-07-03,64.158
P00237,2026-08-02,63.738
P00237,2026-09-01,66.513
P00238,2026-04-04,62.502
P00238,2026-05-04,67.855
P00238,2026-06-03,71.949
P00238,2026-07-03,61.906
P00238,2026-08-02,64.007
P00238,2026-09-01,59.785
P00239,2026-04-04,55.226
P00239,2026-05-04,55.539
P00239,2026-06-03,65.704
P00239,2026-07-03,60.121
P00239,2026-08-02,66.995
P00239,2026-09-01,69.683
P00240,2026-04-04,40.579
P00240,2026-05-04,57.27
P00240,2026-06-03,42.272
P00240,2026-07-03,46.298
P00240,2026-08-02,58.061
P00240,2026-09-01,58.142
P00241,2026-04-04,40.302
P00241,2026-05-04,34.626
P00241,2026-06-03,48.998
P00241,2026-07-03,48.837
P00241,2026-08-02,36.661
P00241,2026-09-01,45.917
P00242,2026-04-04,54.116
P00242,2026-05-04,59.091
P00242,2026-06-03,58.106
P00242,2026-07-03,65.584
P00242,2026-08-02,60.897
P00242,2026-09-01,55.503
P00243,2026-04-04,56.338
P00243,2026-05-04,45.654
P00243,2026-06-03,48.781
P00243,2026-07-03,42.974
P00243,2026-08-02,60.859
P00243,2026-09-01,62.59
P00244,2026-04-04,58.566
P00244,2026-05-04,55.342
P00244,2026-06-03,59.783
P00244,2026-07-03,58.729
P00244,2026-08-02,62.946
P00244,2026-09-01,65.525
P00245,2026-04-04,45.929
P00245,2026-05-04,53.131
P00245,2026-06-03,46.111
P00245,2026-07-03,52.692
P00245,2026-08-02,48.762
P00245,2026-09-01,44.862
P00246,2026-04-04,53.821
P00246,2026-05-04,72.153
P00246,2026-06-03,53.173
P00246,2026-07-03,65.463
P00246,2026-08-02,65.945
P00246,2026-09-01,65.008
P00247,2026-04-04,51.908
P00247,2026-05-04,46.886
P00247,2026-06-03,60.535
P00247,2026-07-03,60.385
P00247,2026-08-02,62.415
P00247,2026-09-01,50.394
P00248,2026-04-04,36.476
P00248,2026-05-04,50.067
P00248,2026-06-03,35.388
P00248,2026-07-03,38.016
P00248,2026-08-02,47.45
P00248,2026-09-01,44.142
P00249,2026-04-04,63.099
P00249,2026-05-04,77.167
P00249,2026-06-03,61.41
P00249,2026-07-03,66.417
P00249,2026-08-02,64.189
P00249,2026-09-01,67.664
P00250,2026-04-04,73.474
P00250,2026-05-04,62.506
P00250,2026-06-03,60.411
P00250,2026-07-03,72.907
P00250,2026-08-02,67.042
P00250,2026-09-01,69.144
P00251,2026-04-04,16.529
P00251,2026-05-04,25.768
P00251,2026-06-03,36.369
P00251,2026-07-03,25.711
P00251,2026-08-02,38.028
P00251,2026-09-01,26.387
P00252,2026-04-04,33.492
P00252,2026-05-04,41.906
P00252,2026-06-03,35.463
P00252,2026-07-03,41.498
P00252,2026-08-02,40.383
P00252,2026-09-01,36.528
P00253,2026-04-04,38.63
P00253,2026-05-04,30.214
P00253,2026-06-03,38.767
P00253,2026-07-03,38.377
P00253,2026-08-02,40.095
P00253,2026-09-01,44.42
P00254,2026-04-04,58.784
P00254,2026-05-04,79.91
P00254,2026-06-03,89.503
P00254,2026-07-03,77.785
P00254,2026-08-02,75.378
P00254,2026-09-01,73.228
P00255,2026-04-04,46.32
P00255,2026-05-04,48.214
P00255,2026-06-03,59.763
P00255,2026-07-03,57.729
P00255,2026-08-02,60.417
P00255,2026-09-01,58.638
P00256,2026-04-04,38.903
P00256,2026-05-04,35.191
P00256,2026-06-03,42.217
P00256,2026-07-03,45.2
P00256,2026-08-02,45.475
P00256,2026-09-01,48.455
P00257,2026-04-04,21.507
P00257,2026-05-04,27.528
P00257,2026-06-03,34.988
P00257,2026-07-03,33.279
P00257,2026-08-02,20.599
P00257,2026-09-01,19.217
P00258,2026-04-04,49.347
P00258,2026-05-04,48.112
P00258,2026-06-03,49.727
P00258,2026-07-03,50.943
P00258,2026-08-02,38.409
P00258,2026-09-01,44.98
P00259,2026-04-04,40.145
P00259,2026-05-04,43.134
P00259,2026-06-03,36.769
P00259,2026-07-03,36.441
P00259,2026-08-02,44.713
P00259,2026-09-01,47.255
P00260,2026-04-04,64.481
P00260,2026-05-04,71.14
P00260,2026-06-03,63.318
P00260,2026-07-03,56.22
P00260,2026-08-02,58.252
P00260,2026-09-01,58.807
P00261,2026-04-04,63.235
P00261,2026-05-04,68.215
P00261,2026-06-03,66.976
P00261,2026-07-03,57.352
P00261,2026-08-02,59.558
P00261,2026-09-01,67.716
P00262,2026-04-04,52.949
P00262,2026-05-04,59.317
P00262,2026-06-03,52.268
P00262,2026-07-03,53.731
P00262,2026-08-02,61.163
P00262,2026-09-01,59.069
P00263,2026-04-04,50.023
P00263,2026-05-04,56.772
P00263,2026-06-03,48.772
P00263,2026-07-03,43.799
P00263,2026-08-02,44.088
P00263,2026-09-01,57.314
P00264,2026-04-04,64.461
P00264,2026-05-04,61.786
P00264,2026-06-03,56.337
P00264,2026-07-03,54.588
P00264,2026-08-02,55.814
P00264,2026-09-01,56.101
P00265,2026-04-04,73.393
P00265,2026-05-04,72.697
P00265,2026-06-03,58.6
P00265,2026-07-03,75.55
P00265,2026-08-02,55.199
P00265,2026-09-01,65.021
P00266,2026-04-04,19.159
P00266,2026-05-04,30.734
P00266,2026-06-03,15.844
P00266,2026-07-03,28.972
P00266,2026-08-02,19.348
P00266,2026-09-01,28.338
P00267,2026-04-04,37.666
P00267,2026-05-04,43.684
P00267,2026-06-03,49.632
P00267,2026-07-03,33.959
P00267,2026-08-02,51.159
P00267,2026-09-01,54.381
P00268,2026-04-04,74.305
P00268,2026-05-04,69.19
P00268,2026-06-03,72.621
P00268,2026-07-03,60.377
P00268,2026-08-02,70.393
P00268,2026-09-01,62.497
P00269,2026-04-04,37.777
P00269,2026-05-04,37.873
P00269,2026-06-03,39.218
P00269,2026-07-03,41.721
P00269,2026-08-02,43.692
P00269,2026-09-01,40.995
P00270,2026-04-04,52.659
P00270,2026-05-04,59.214
P00270,2026-06-03,62.094
P00270,2026-07-03,56.467
P00270,2026-08-02,53.895
P00270,2026-09-01,59.702
P00271,2026-04-04,48.973
P00271,2026-05-04,49.409
P00271,2026-06-03,46.576
P00271,2026-07-03,45.359
P00271,2026-08-02,64.87
P00271,2026-09-01,56.641
P00272,2026-04-04,28.805
P00272,2026-05-04,24.687
P00272,2026-06-03,33.332
P00272,2026-07-03,25.922
P00272,2026-08-02,34.642
P00272,2026-09-01,31.18
P00273,2026-04-04,55.215
P00273,2026-05-04,62.609
P00273,2026-06-03,58.833
P00273,2026-07-03,67.319
P00273,2026-08-02,56.175
P00273,2026-09-01,57.746
P00274,2026-04-04,47.584
P00274,2026-05-04,50.267
P00274,2026-06-03,65.506
P00274,2026-07-03,37.047
P00274,2026-08-02,45.799
P00274,2026-09-01,45.832
P00275,2026-04-04,31.129
P00275,2026-05-04,35.576
P00275,2026-06-03,35.632
P00275,2026-07-03,49.743
P00275,2026-08-02,53.009
P00275,2026-09-01,52.041
P00276,2026-04-04,59.501
P00276,2026-05-04,63.512
P00276,2026-06-03,69.013
P00276,2026-07-03,71.15
P00276,2026-08-02,71.63
P00276,2026-09-01,67.434
P00277,2026-04-04,59.814
P00277,2026-05-04,54.752
P00277,2026-06-03,56.111
P00277,2026-07-03,61.455
P00277,2026-08-02,65.481
P00277,2026-09-01,58.197
P00278,2026-04-04,34.875
P00278,2026-05-04,26.792
P00278,2026-06-03,29.252
P00278,2026-07-03,39.5
P00278,2026-08-02,36.479
P00278,2026-09-01,38.941
P00279,2026-04-04,46.587
P00279,2026-05-04,40.209
P00279,2026-06-03,40.561
P00279,2026-07-03,37.526
P00279,2026-08-02,33.476
P00279,2026-09-01,43.647
P00280,2026-04-04,64.496
P00280,2026-05-04,73.291
P00280,2026-06-03,66.941
P00280,2026-07-03,70.123
P00280,2026-08-02,57.096
P00280,2026-09-01,59.346
P00281,2026-04-04,62.406
P00281,2026-05-04,60.365
P00281,2026-06-03,58.228
P00281,2026-07-03,54.197
P00281,2026-08-02,59.366
P00281,2026-09-01,57.82
P00282,2026-04-04,39.873
P00282,2026-05-04,34.699
P00282,2026-06-03,31.689
P00282,2026-07-03,39.793
P00282,2026-08-02,40.644
P00282,2026-09-01,45.216
P00283,2026-04-04,56.777
P00283,2026-05-04,46.27
P00283,2026-06-03,58.04
P00283,2026-07-03,46.734
P00283,2026-08-02,49.216
P00283,2026-09-01,62.392
P00284,2026-04-04,26.645
P00284,2026-05-04,38.072
P00284,2026-06-03,40.382
P00284,2026-07-03,33.867
P00284,2026-08-02,40.808
P00284,2026-09-01,27.111
P00285,2026-04-04,41.584
P00285,2026-05-04,31.51
P00285,2026-06-03,30.557
P00285,2026-07-03,31.076
P00285,2026-08-02,41.708
P00285,2026-09-01,41.349
P00286,2026-04-04,56.519
P00286,2026-05-04,33.921
P00286,2026-06-03,44.715
P00286,2026-07-03,29.643
P00286,2026-08-02,48.307
P00286,2026-09-01,42.76
P00287,2026-04-04,32.182
P00287,2026-05-04,41.71
P00287,2026-06-03,35.57
P00287,2026-07-03,37.68
P00287,2026-08-02,37.888
P00287,2026-09-01,44.367
P00288,2026-04-04,50.474
P00288,2026-05-04,47.374
P00288,2026-06-03,53.434
P00288,2026-07-03,59.598
P00288,2026-08-02,58.415
P00288,2026-09-01,55.003
P00289,2026-04-04,58.646
P00289,2026-05-04,58.916
P00289,2026-06-03,75.053
P00289,2026-07-03,55.79
P00289,2026-08-02,71.683
P00289,2026-09-01,60.646
P00290,2026-04-04,56.693
P00290,2026-05-04,65.649
P00290,2026-06-03,57.831
P00290,2026-07-03,62.259
P00290,2026-08-02,66.012
P00290,2026-09-01,66.543
P00291,2026-04-04,63.839
P00291,2026-05-04,46.268
P00291,2026-06-03,56.682
P00291,2026-07-03,58.426
P00291,2026-08-02,56.313
P00291,2026-09-01,52.653
P00292,2026-04-04,39.059
P00292,2026-05-04,43.46
P00292,2026-06-03,49.801
P00292,2026-07-03,33.809
P00292,2026-08-02,48.909
P00292,2026-09-01,56.753
P00293,2026-04-04,50.385
P00293,2026-05-04,55.659
P00293,2026-06-03,42.548
P00293,2026-07-03,67.293
P00293,2026-08-02,52.071
P00293,2026-09-01,59.883
P00294,2026-04-04,77.87
P00294,2026-05-04,65.84
P00294,2026-06-03,72.566
P00294,2026-07-03,79.322
P00294,2026-08-02,70.457
P00294,2026-09-01,76.214
P00295,2026-04-04,42.872
P00295,2026-05-04,38.232
P00295,2026-06-03,33.271
P00295,2026-07-03,44.982
P00295,2026-08-02,42.166
P00295,2026-09-01,46.404
P00296,2026-04-04,42.958
P00296,2026-05-04,54.542
P00296,2026-06-03,34.54
P00296,2026-07-03,60.66
P00296,2026-08-02,52.994
P00296,2026-09-01,51.501
P00297,2026-04-04,58.545
P00297,2026-05-04,56.574
P00297,2026-06-03,63.992
P00297,2026-07-03,65.319
P00297,2026-08-02,69.716
P00297,2026-09-01,77.328
P00298,2026-04-04,19.819
P00298,2026-05-04,30.529
P00298,2026-06-03,28.176
P00298,2026-07-03,25.395
P00298,2026-08-02,43.413
P00298,2026-09-01,33.363
P00299,2026-04-04,59.341
P00299,2026-05-04,62.229
P00299,2026-06-03,63.489
P00299,2026-07-03,69.359
P00299,2026-08-02,70.801
P00299,2026-09-01,74.116
P00300,2026-04-04,50.982
P00300,2026-05-04,48.904
P00300,2026-06-03,50.581
P00300,2026-07-03,56.928
P00300,2026-08-02,55.58
P00300,2026-09-01,54.915
P00301,2026-04-04,39.036
P00301,2026-05-04,23.988
P00301,2026-06-03,29.233
P00301,2026-07-03,43.585
P00301,2026-08-02,30.849
P00301,2026-09-01,35.816
P00302,2026-04-04,41.884
P00302,2026-05-04,56.848
P00302,2026-06-03,46.571
P00302,2026-07-03,55.271
P00302,2026-08-02,39.612
P00302,2026-09-01,44.242
P00303,2026-04-04,57.922
P00303,2026-05-04,68.394
P00303,2026-06-03,54.492
P00303,2026-07-03,65.489
P00303,2026-08-02,56.274
P00303,2026-09-01,62.008
P00304,2026-04-04,68.202
P00304,2026-05-04,63.071
P00304,2026-06-03,61.031
P00304,2026-07-03,84.997
P00304,2026-08-02,81.115
P00304,2026-09-01,79.444
P00305,2026-04-04,52.663
P00305,2026-05-04,59.239
P00305,2026-06-03,52.525
P00305,2026-07-03,68.817
P00305,2026-08-02,65.4
P00305,2026-09-01,66.391
P00306,2026-04-04,51.291
P00306,2026-05-04,61.563
P00306,2026-06-03,58.679
P00306,2026-07-03,49.031
P00306,2026-08-02,40.614
P00306,2026-09-01,41.241
P00307,2026-04-04,53.251
P00307,2026-05-04,62.289
P00307,2026-06-03,55.881
P00307,2026-07-03,66.878
P00307,2026-08-02,57.807
P00307,2026-09-01,59.404
P00308,2026-04-04,41.598
P00308,2026-05-04,40.085
P00308,2026-06-03,44.823
P00308,2026-07-03,40.62
P00308,2026-08-02,43.579
P00308,2026-09-01,48.92
P00309,2026-04-04,60.902
P00309,2026-05-04,59.435
P00309,2026-06-03,76.873
P00309,2026-07-03,60.147
P00309,2026-08-02,67.315
P00309,2026-09-01,60.949
P00310,2026-04-04,45.282
P00310,2026-05-04,42.351
P00310,2026-06-03,43.938
P00310,2026-07-03,49.435
P00310,2026-08-02,47.349
P00310,2026-09-01,50.523
