personnel_id,month_start,days_on_duty,total_duty_hours,mean_daily_duty_hours,daily_duty_hours_sd,night_shifts,weekly_offs_entitled,weekly_offs_availed
P00141,2025-10-31,30,435.3,14.51,0.26,6,4,1
P00141,2025-12-01,28,424.9,15.18,1.07,6,4,1
P00141,2025-12-31,28,431.7,15.42,0.32,4,4,1
P00141,2026-01-30,28,399.7,14.28,4.84,2,4,0
P00141,2026-03-02,28,407.7,14.56,2.11,5,4,0
P00141,2026-04-01,28,416.2,14.86,1.08,4,4,0
P00141,2026-05-02,27,397.2,14.71,2.77,8,4,2
P00141,2026-06-01,28,413.2,14.76,2.2,12,4,0
P00141,2026-07-02,31,444.2,14.33,1.36,9,4,1
P00141,2026-08-01,30,427.3,14.24,2.19,4,4,2
P00142,2024-08-31,28,248.2,8.86,2.37,7,4,3
P00142,2024-09-30,26,229.9,8.84,0.33,6,4,3
P00142,2024-10-31,29,236.7,8.16,0.51,3,4,2
P00142,2024-11-30,28,226.6,8.09,4.19,4,4,4
P00142,2024-12-31,26,212.4,8.17,4.8,3,4,3
P00142,2025-01-30,27,232.0,8.59,1.83,5,4,3
P00142,2025-03-02,27,215.1,7.97,3.76,11,4,2
P00142,2025-04-01,31,251.6,8.12,1.66,8,4,2
P00142,2025-05-01,28,237.6,8.49,0.7,7,4,3
P00142,2025-06-01,30,246.1,8.2,1.93,5,4,2
P00142,2025-07-01,28,236.2,8.44,2.24,6,4,2
P00142,2025-08-01,29,231.3,7.98,3.74,11,4,2
P00142,2025-08-31,29,223.2,7.7,3.94,5,4,1
P00142,2025-10-01,29,249.5,8.61,1.18,10,4,2
P00142,2025-10-31,27,236.6,8.76,3.9,2,4,2
P00142,2025-12-01,30,247.0,8.23,0.4,3,4,0
P00142,2025-12-31,28,242.0,8.64,4.15,6,4,1
P00142,2026-01-30,28,213.6,7.63,0.21,6,4,3
P00142,2026-03-02,27,230.5,8.54,1.6,4,4,2
P00142,2026-04-01,27,241.4,8.94,4.81,14,4,2
P00142,2026-05-02,26,223.3,8.59,6.0,4,4,2
P00142,2026-06-01,27,245.7,9.1,2.79,5,4,3
P00142,2026-07-02,31,282.0,9.1,2.57,4,4,1
P00142,2026-08-01,29,271.2,9.35,0.2,5,4,2
P00143,2024-08-31,31,406.0,13.1,2.21,6,4,1
P00143,2024-09-30,28,373.0,13.32,0.23,3,4,1
P00143,2024-10-31,29,374.7,12.92,5.02,5,4,1
P00143,2024-11-30,28,361.4,12.91,1.95,6,4,2
P00143,2024-12-31,31,375.0,12.1,0.82,4,4,1
P00143,2025-01-30,28,350.4,12.52,1.98,6,4,1
P00143,2025-03-02,28,335.7,11.99,1.85,8,4,2
P00143,2025-04-01,30,356.5,11.88,0.7,4,4,1
P00143,2025-05-01,26,305.2,11.74,3.03,6,4,1
P00143,2025-06-01,31,363.8,11.73,2.31,9,4,1
P00143,2025-07-01,27,324.6,12.02,3.49,7,4,1
P00143,2025-08-01,30,352.1,11.74,1.37,4,4,2
P00143,2025-08-31,30,354.4,11.81,4.19,3,4,2
P00143,2025-10-01,26,323.4,12.44,3.47,5,4,2
P00143,2025-10-31,28,333.3,11.9,3.67,4,4,0
P00143,2025-12-01,29,337.0,11.62,2.65,9,4,0
P00143,2025-12-31,29,337.8,11.65,1.6,4,4,1
P00143,2026-01-30,27,309.1,11.45,1.85,2,4,1
P00143,2026-03-02,29,344.2,11.87,3.1,5,4,1
P00143,2026-04-01,28,326.3,11.65,2.03,6,4,1
P00143,2026-05-02,27,330.8,12.25,1.16,8,4,0
P00143,2026-06-01,28,344.0,12.29,2.68,6,4,1
P00143,2026-07-02,29,369.0,12.72,0.36,5,4,3
P00143,2026-08-01,29,371.5,12.81,0.77,4,4,0
P00144,2024-08-31,27,357.1,13.23,0.86,4,4,1
P00144,2024-09-30,26,346.7,13.33,1.64,4,4,0
P00144,2024-10-31,28,355.7,12.7,3.11,8,4,0
P00144,2024-11-30,28,381.7,13.63,2.01,1,4,0
P00144,2024-12-31,28,381.2,13.62,0.6,9,4,1
P00144,2025-01-30,31,427.1,13.78,1.71,8,4,0
P00144,2025-03-02,28,372.9,13.32,5.83,9,4,0
P00144,2025-04-01,31,425.7,13.73,6.0,7,4,1
P00144,2025-05-01,26,377.6,14.52,3.26,6,4,0
P00144,2025-06-01,28,385.8,13.78,4.31,4,4,0
P00144,2025-07-01,29,387.5,13.36,1.98,7,4,0
P00144,2025-08-01,25,344.1,13.76,3.8,9,4,0
P00144,2025-08-31,27,362.7,13.43,1.15,6,4,1
P00144,2025-10-01,25,319.5,12.78,0.47,6,4,0
P00144,2025-10-31,29,388.5,13.4,2.88,8,4,1
P00144,2025-12-01,28,380.3,13.58,2.4,8,4,0
P00144,2025-12-31,27,361.7,13.4,2.96,9,4,3
P00144,2026-01-30,31,401.4,12.95,5.98,6,4,1
P00144,2026-03-02,28,385.9,13.78,6.0,6,4,1
P00144,2026-04-01,28,352.9,12.6,1.05,5,4,1
P00144,2026-05-02,28,365.7,13.06,1.71,4,4,1
P00144,2026-06-01,28,359.6,12.84,4.35,8,4,0
P00144,2026-07-02,31,359.3,11.59,0.82,6,4,1
P00144,2026-08-01,30,377.5,12.58,1.61,1,4,1
P00145,2024-08-31,31,439.3,14.17,1.11,8,4,0
P00145,2024-09-30,27,367.1,13.6,2.0,5,4,1
P00145,2024-10-31,30,407.3,13.58,3.23,9,4,0
P00145,2024-11-30,26,338.8,13.03,2.7,6,4,1
P00145,2024-12-31,28,377.9,13.49,0.69,6,4,1
P00145,2025-01-30,30,405.2,13.51,3.69,11,4,0
P00145,2025-03-02,28,389.4,13.91,2.22,6,4,1
P00145,2025-04-01,28,385.0,13.75,3.4,7,4,0
P00145,2025-05-01,27,364.2,13.49,4.81,9,4,1
P00145,2025-06-01,28,386.1,13.79,0.2,5,4,1
P00145,2025-07-01,26,325.8,12.53,5.12,3,4,0
P00145,2025-08-01,28,375.7,13.42,3.34,9,4,1
P00145,2025-08-31,29,386.1,13.31,2.01,1,4,1
P00145,2025-10-01,31,413.7,13.35,2.6,9,4,1
P00145,2025-10-31,28,364.3,13.01,1.56,6,4,1
P00145,2025-12-01,28,359.9,12.85,3.77,9,4,1
P00145,2025-12-31,29,381.0,13.14,1.14,7,4,1
P00145,2026-01-30,30,390.1,13.0,2.04,10,4,1
P00145,2026-03-02,31,414.5,13.37,2.19,9,4,1
P00145,2026-04-01,28,376.9,13.46,3.53,12,4,2
P00145,2026-05-02,31,395.5,12.76,3.8,3,4,2
P00145,2026-06-01,30,395.1,13.17,1.51,14,4,3
P00145,2026-07-02,26,318.3,12.24,3.19,4,4,0
P00145,2026-08-01,30,372.0,12.4,6.0,11,4,0
P00146,2024-08-31,26,340.2,13.09,2.96,2,4,0
P00146,2024-09-30,26,339.2,13.05,1.35,2,4,0
P00146,2024-10-31,26,347.7,13.37,1.87,4,4,1
P00146,2024-11-30,28,333.2,11.9,4.27,5,4,1
P00146,2024-12-31,29,360.6,12.43,0.44,4,4,0
P00146,2025-01-30,27,326.7,12.1,2.7,2,4,2
P00146,2025-03-02,31,395.0,12.74,0.28,4,4,1
P00146,2025-04-01,26,339.6,13.06,1.4,5,4,1
P00146,2025-05-01,27,366.8,13.58,2.23,4,4,2
P00146,2025-06-01,27,361.4,13.39,2.91,6,4,1
P00146,2025-07-01,30,381.2,12.71,3.77,3,4,0
P00146,2025-08-01,29,383.8,13.23,2.38,6,4,1
P00146,2025-08-31,27,373.8,13.84,2.93,3,4,0
P00146,2025-10-01,27,359.4,13.31,2.74,6,4,2
P00146,2025-10-31,29,372.8,12.85,0.28,2,4,0
P00146,2025-12-01,28,372.3,13.3,1.43,8,4,1
P00146,2025-12-31,28,377.0,13.46,2.49,3,4,0
P00146,2026-01-30,26,341.7,13.14,1.74,7,4,1
P00146,2026-03-02,27,347.7,12.88,2.52,0,4,0
P00146,2026-04-01,28,376.2,13.44,2.81,1,4,0
P00146,2026-05-02,25,336.7,13.47,2.34,3,4,0
P00146,2026-06-01,28,353.0,12.61,1.13,2,4,0
P00146,2026-07-02,27,374.4,13.87,2.57,4,4,0
P00146,2026-08-01,28,371.2,13.26,1.77,7,4,1
P00147,2024-08-31,26,340.6,13.1,0.64,7,4,0
P00147,2024-09-30,25,324.5,12.98,2.91,6,4,0
P00147,2024-10-31,27,354.2,13.12,6.0,9,4,2
P00147,2024-11-30,31,408.3,13.17,1.63,6,4,0
P00147,2024-12-31,30,407.1,13.57,0.75,5,4,2
P00147,2025-01-30,26,340.6,13.1,3.19,3,4,1
P00147,2025-03-02,28,373.4,13.33,1.96,6,4,1
P00147,2025-04-01,28,365.8,13.06,3.9,7,4,1
P00147,2025-05-01,25,330.1,13.2,2.75,7,4,1
P00147,2025-06-01,31,405.5,13.08,2.95,5,4,1
P00147,2025-07-01,30,406.0,13.53,1.13,10,4,2
P00147,2025-08-01,29,389.6,13.44,5.6,4,4,0
P00147,2025-08-31,28,376.4,13.44,1.81,4,4,0
P00147,2025-10-01,29,386.8,13.34,2.06,5,4,0
P00147,2025-10-31,30,363.9,12.13,0.6,9,4,1
P00147,2025-12-01,27,359.2,13.3,0.88,2,4,1
P00147,2025-12-31,31,415.6,13.41,6.0,7,4,0
P00147,2026-01-30,30,397.1,13.24,0.2,6,4,2
P00147,2026-03-02,29,407.8,14.06,2.74,9,4,1
P00147,2026-04-01,30,389.5,12.98,1.55,2,4,1
P00147,2026-05-02,27,344.1,12.74,0.51,2,4,1
P00147,2026-06-01,29,370.8,12.79,0.68,4,4,2
P00147,2026-07-02,29,377.0,13.0,3.16,10,4,1
P00147,2026-08-01,29,372.3,12.84,0.81,6,4,1
P00148,2024-08-31,27,233.1,8.63,0.2,6,4,1
P00148,2024-09-30,29,257.4,8.88,0.99,8,4,2
P00148,2024-10-31,28,241.6,8.63,1.89,4,4,2
P00148,2024-11-30,28,255.0,9.11,3.23,7,4,2
P00148,2024-12-31,29,258.4,8.91,0.33,5,4,2
P00148,2025-01-30,30,254.9,8.5,6.0,3,4,3
P00148,2025-03-02,31,278.1,8.97,1.93,8,4,2
P00148,2025-04-01,30,258.8,8.63,2.92,10,4,2
P00148,2025-05-01,30,272.1,9.07,4.29,10,4,3
P00148,2025-06-01,30,255.6,8.52,1.48,11,4,1
P00148,2025-07-01,31,267.9,8.64,6.0,3,4,2
P00148,2025-08-01,27,227.6,8.43,3.25,7,4,1
P00148,2025-08-31,27,243.0,9.0,2.25,5,4,1
P00148,2025-10-01,26,237.2,9.12,2.73,6,4,2
P00148,2025-10-31,28,254.8,9.1,2.47,3,4,1
P00148,2025-12-01,30,281.5,9.38,1.16,5,4,3
P00148,2025-12-31,27,248.6,9.21,1.02,7,4,3
P00148,2026-01-30,26,246.8,9.49,1.54,12,4,2
P00148,2026-03-02,30,294.0,9.8,3.0,8,4,3
P00148,2026-04-01,26,247.8,9.53,2.23,10,4,3
P00148,2026-05-02,28,252.1,9.0,3.12,6,4,2
P00148,2026-06-01,28,289.3,10.33,4.48,5,4,3
P00148,2026-07-02,29,268.7,9.27,0.86,10,4,4
P00148,2026-08-01,28,258.9,9.25,3.77,8,4,2
P00149,2024-08-31,28,383.0,13.68,2.98,3,4,0
P00149,2024-09-30,25,319.1,12.77,1.52,4,4,0
P00149,2024-10-31,28,359.8,12.85,1.32,3,4,1
P00149,2024-11-30,28,365.5,13.05,1.13,7,4,2
P00149,2024-12-31,28,378.2,13.51,1.44,2,4,2
P00149,2025-01-30,26,338.5,13.02,1.94,5,4,0
P00149,2025-03-02,27,337.4,12.5,2.3,5,4,2
P00149,2025-04-01,30,387.1,12.9,1.62,3,4,1
P00149,2025-05-01,30,408.3,13.61,2.61,3,4,1
P00149,2025-06-01,28,366.9,13.1,1.03,6,4,0
P00149,2025-07-01,29,369.6,12.74,0.95,6,4,0
P00149,2025-08-01,28,365.0,13.03,0.79,8,4,2
P00149,2025-08-31,28,360.7,12.88,0.61,5,4,1
P00149,2025-10-01,30,369.2,12.31,0.42,2,4,1
P00149,2025-10-31,25,320.9,12.84,1.09,4,4,1
P00149,2025-12-01,29,367.1,12.66,5.19,2,4,0
P00149,2025-12-31,29,353.5,12.19,2.03,4,4,0
P00149,2026-01-30,27,326.9,12.11,0.46,5,4,2
P00149,2026-03-02,26,321.3,12.36,1.12,3,4,0
P00149,2026-04-01,26,340.9,13.11,4.58,3,4,1
P00149,2026-05-02,31,378.7,12.22,3.49,4,4,1
P00149,2026-06-01,26,326.3,12.55,1.84,5,4,2
P00149,2026-07-02,26,337.5,12.98,3.15,9,4,0
P00149,2026-08-01,27,350.1,12.97,1.31,4,4,2
P00150,2024-08-31,27,342.6,12.69,2.35,9,4,0
P00150,2024-09-30,26,334.2,12.85,2.99,2,4,1
P00150,2024-10-31,27,339.4,12.57,4.03,6,4,0
P00150,2024-11-30,24,311.3,12.97,0.99,4,4,0
P00150,2024-12-31,27,338.8,12.55,0.67,6,4,1
P00150,2025-01-30,26,331.8,12.76,0.49,2,4,1
P00150,2025-03-02,29,365.3,12.6,0.41,6,4,1
P00150,2025-04-01,27,333.8,12.36,0.83,5,4,0
P00150,2025-05-01,30,373.4,12.45,3.96,2,4,1
P00150,2025-06-01,29,341.6,11.78,1.14,3,4,1
P00150,2025-07-01,26,307.2,11.82,2.23,3,4,0
P00150,2025-08-01,29,367.3,12.66,1.8,5,4,0
P00150,2025-08-31,29,352.2,12.14,1.33,3,4,1
P00150,2025-10-01,30,375.9,12.53,3.59,5,4,0
P00150,2025-10-31,26,304.2,11.7,2.43,8,4,1
P00150,2025-12-01,28,319.7,11.42,2.69,7,4,0
P00150,2025-12-31,29,331.7,11.44,0.75,7,4,0
P00150,2026-01-30,27,322.3,11.94,1.28,6,4,0
P00150,2026-03-02,25,308.3,12.33,1.53,4,4,2
P00150,2026-04-01,27,314.7,11.65,2.45,7,4,0
P00150,2026-05-02,26,312.1,12.01,3.39,5,4,1
P00150,2026-06-01,28,343.2,12.26,2.77,4,4,1
P00150,2026-07-02,26,310.0,11.92,2.83,1,4,2
P00150,2026-08-01,27,320.6,11.87,2.65,4,4,1
P00151,2024-08-31,29,247.6,8.54,6.0,10,4,2
P00151,2024-09-30,29,268.0,9.24,2.23,7,4,2
P00151,2024-10-31,26,203.5,7.83,0.61,7,4,3
P00151,2024-11-30,31,258.7,8.35,3.4,6,4,3
P00151,2024-12-31,31,251.3,8.11,0.2,7,4,2
P00151,2025-01-30,29,275.1,9.49,2.37,8,4,2
P00151,2025-03-02,30,260.0,8.67,0.2,4,4,2
P00151,2025-04-01,30,276.3,9.21,1.32,4,4,2
P00151,2025-05-01,30,263.4,8.78,1.14,9,4,1
P00151,2025-06-01,29,234.0,8.07,4.91,15,4,2
P00151,2025-07-01,31,261.9,8.45,3.79,7,4,3
P00151,2025-08-01,30,249.3,8.31,3.45,3,4,2
P00151,2025-08-31,28,238.1,8.5,0.57,7,4,2
P00151,2025-10-01,30,240.6,8.02,1.32,6,4,2
P00151,2025-10-31,30,278.3,9.28,6.0,6,4,2
P00151,2025-12-01,29,243.0,8.38,5.54,7,4,2
P00151,2025-12-31,30,245.1,8.17,2.94,4,4,2
P00151,2026-01-30,29,250.7,8.64,3.98,10,4,4
P00151,2026-03-02,30,254.2,8.47,4.87,8,4,3
P00151,2026-04-01,29,220.6,7.61,5.3,10,4,4
P00151,2026-05-02,31,257.0,8.29,4.91,6,4,3
P00151,2026-06-01,31,276.4,8.91,2.35,7,4,3
P00151,2026-07-02,27,234.9,8.7,6.0,11,4,2
P00151,2026-08-01,29,243.7,8.4,1.39,10,4,3
P00152,2024-08-31,27,371.2,13.75,2.03,10,4,2
P00152,2024-09-30,30,417.7,13.92,3.69,10,4,0
P00152,2024-10-31,26,323.1,12.43,1.72,8,4,1
P00152,2024-11-30,31,420.6,13.57,3.05,1,4,0
P00152,2024-12-31,30,394.1,13.14,6.0,10,4,0
P00152,2025-01-30,30,390.9,13.03,4.44,7,4,1
P00152,2025-03-02,26,333.7,12.83,3.27,12,4,0
P00152,2025-04-01,30,382.0,12.73,6.0,5,4,1
P00152,2025-05-01,29,359.1,12.38,4.26,4,4,1
P00152,2025-06-01,30,358.3,11.94,1.62,9,4,1
P00152,2025-07-01,30,382.9,12.76,1.2,9,4,1
P00152,2025-08-01,29,376.4,12.98,4.5,6,4,1
P00152,2025-08-31,29,380.7,13.13,2.51,5,4,1
P00152,2025-10-01,31,386.7,12.47,5.84,8,4,1
P00152,2025-10-31,29,372.6,12.85,2.06,6,4,1
P00152,2025-12-01,29,385.1,13.28,2.07,1,4,1
P00152,2025-12-31,27,349.3,12.94,6.0,4,4,1
P00152,2026-01-30,30,384.0,12.8,1.12,7,4,0
P00152,2026-03-02,28,364.5,13.02,2.57,6,4,2
P00152,2026-04-01,29,365.8,12.61,3.07,4,4,0
P00152,2026-05-02,31,384.3,12.4,5.89,5,4,1
P00152,2026-06-01,31,379.2,12.23,0.32,13,4,0
P00152,2026-07-02,30,388.7,12.96,0.9,8,4,0
P00152,2026-08-01,29,376.9,13.0,2.22,8,4,0
P00153,2024-08-31,29,257.6,8.88,0.99,5,4,1
P00153,2024-09-30,29,252.1,8.69,2.71,6,4,3
P00153,2024-10-31,26,221.3,8.51,2.17,3,4,1
P00153,2024-11-30,28,255.0,9.11,5.2,9,4,2
P00153,2024-12-31,30,240.3,8.01,1.52,7,4,3
P00153,2025-01-30,27,246.7,9.14,1.45,8,4,3
P00153,2025-03-02,28,226.5,8.09,0.77,9,4,2
P00153,2025-04-01,27,225.1,8.34,0.73,8,4,1
P00153,2025-05-01,28,254.5,9.09,3.58,7,4,3
P00153,2025-06-01,30,259.0,8.63,4.8,9,4,2
P00153,2025-07-01,30,246.2,8.21,1.53,9,4,3
P00153,2025-08-01,28,233.0,8.32,1.72,5,4,1
P00153,2025-08-31,30,238.1,7.94,2.51,6,4,3
P00153,2025-10-01,29,230.1,7.93,0.96,5,4,3
P00153,2025-10-31,29,237.6,8.19,4.27,9,4,2
P00153,2025-12-01,28,207.1,7.4,3.56,10,4,3
P00153,2025-12-31,26,207.6,7.98,1.82,5,4,1
P00153,2026-01-30,30,265.9,8.86,3.86,13,4,2
P00153,2026-03-02,30,231.4,7.71,1.74,7,4,3
P00153,2026-04-01,29,214.3,7.39,1.09,10,4,3
P00153,2026-05-02,31,241.9,7.8,3.27,6,4,4
P00153,2026-06-01,29,235.1,8.11,2.21,7,4,3
P00153,2026-07-02,30,227.8,7.59,3.23,8,4,2
P00153,2026-08-01,29,221.2,7.63,4.7,6,4,3
P00154,2024-08-31,29,248.5,8.57,1.04,6,4,3
P00154,2024-09-30,26,219.5,8.44,0.68,6,4,3
P00154,2024-10-31,30,242.0,8.07,5.52,5,4,4
P00154,2024-11-30,29,231.7,7.99,2.88,5,4,2
P00154,2024-12-31,27,232.9,8.63,4.33,2,4,2
P00154,2025-01-30,31,260.9,8.41,0.2,7,4,2
P00154,2025-03-02,31,289.0,9.32,2.97,4,4,3
P00154,2025-04-01,27,226.7,8.4,2.74,7,4,2
P00154,2025-05-01,30,273.3,9.11,4.7,6,4,0
P00154,2025-06-01,29,238.8,8.23,2.03,9,4,2
P00154,2025-07-01,27,227.0,8.41,2.65,6,4,3
P00154,2025-08-01,27,240.0,8.89,1.19,4,4,0
P00154,2025-08-31,30,231.6,7.72,0.42,6,4,1
P00154,2025-10-01,30,254.5,8.48,1.52,7,4,1
P00154,2025-10-31,31,225.2,7.26,1.7,5,4,1
P00154,2025-12-01,31,239.5,7.73,1.78,6,4,3
P00154,2025-12-31,29,249.2,8.59,1.82,2,4,3
P00154,2026-01-30,28,235.4,8.41,3.12,7,4,4
P00154,2026-03-02,27,228.1,8.45,2.71,5,4,3
P00154,2026-04-01,31,276.3,8.91,1.27,8,4,2
P00154,2026-05-02,30,241.1,8.04,0.46,6,4,3
P00154,2026-06-01,29,226.2,7.8,2.0,6,4,2
P00154,2026-07-02,30,254.1,8.47,0.81,3,4,0
P00154,2026-08-01,27,211.1,7.82,2.06,5,4,4
P00155,2024-08-31,25,317.1,12.69,1.64,3,4,0
P00155,2024-09-30,27,339.4,12.57,1.3,4,4,1
P00155,2024-10-31,27,327.9,12.14,1.86,5,4,1
P00155,2024-11-30,25,303.1,12.12,1.74,1,4,0
P00155,2024-12-31,27,348.4,12.9,1.25,4,4,0
P00155,2025-01-30,27,351.5,13.02,2.77,5,4,0
P00155,2025-03-02,24,304.8,12.7,3.67,6,4,1
P00155,2025-04-01,26,333.6,12.83,1.26,8,4,2
P00155,2025-05-01,26,356.6,13.71,0.57,3,4,1
P00155,2025-06-01,28,371.7,13.28,1.35,5,4,0
P00155,2025-07-01,26,352.2,13.55,0.36,4,4,0
P00155,2025-08-01,27,371.6,13.76,5.27,2,4,2
P00155,2025-08-31,31,438.3,14.14,1.94,5,4,1
P00155,2025-10-01,28,388.6,13.88,0.21,5,4,1
P00155,2025-10-31,27,401.2,14.86,2.94,0,4,0
P00155,2025-12-01,25,349.2,13.97,2.69,7,4,3
P00155,2025-12-31,27,368.1,13.63,0.44,4,4,3
P00155,2026-01-30,29,407.4,14.05,4.54,3,4,1
P00155,2026-03-02,28,372.2,13.29,2.53,2,4,0
P00155,2026-04-01,28,378.7,13.52,0.82,8,4,0
P00155,2026-05-02,28,370.1,13.22,2.79,5,4,0
P00155,2026-06-01,29,414.4,14.29,1.76,3,4,1
P00155,2026-07-02,29,412.8,14.23,1.31,3,4,1
P00155,2026-08-01,30,427.2,14.24,0.81,8,4,2
P00156,2024-08-31,27,375.5,13.91,1.25,6,4,0
P00156,2024-09-30,30,412.0,13.73,1.1,3,4,0
P00156,2024-10-31,30,413.1,13.77,2.27,5,4,2
P00156,2024-11-30,28,391.9,14.0,0.86,11,4,2
P00156,2024-12-31,27,364.4,13.5,6.0,6,4,2
P00156,2025-01-30,28,366.4,13.08,0.96,7,4,0
P00156,2025-03-02,28,354.8,12.67,0.95,3,4,2
P00156,2025-04-01,31,397.4,12.82,1.87,8,4,0
P00156,2025-05-01,30,408.0,13.6,0.59,8,4,0
P00156,2025-06-01,31,421.5,13.6,1.5,11,4,1
P00156,2025-07-01,27,366.8,13.58,2.26,6,4,1
P00156,2025-08-01,30,400.5,13.35,1.19,11,4,1
P00156,2025-08-31,29,395.1,13.62,1.56,8,4,0
P00156,2025-10-01,28,349.3,12.47,1.5,8,4,0
P00156,2025-10-31,30,380.8,12.69,2.3,4,4,0
P00156,2025-12-01,31,402.8,12.99,1.22,5,4,1
P00156,2025-12-31,29,375.6,12.95,2.14,2,4,0
P00156,2026-01-30,31,394.7,12.73,1.1,6,4,0
P00156,2026-03-02,29,357.9,12.34,3.23,6,4,2
P00156,2026-04-01,31,379.7,12.25,3.44,5,4,1
P00156,2026-05-02,30,362.4,12.08,4.26,8,4,1
P00156,2026-06-01,28,337.6,12.06,0.83,3,4,1
P00156,2026-07-02,30,382.0,12.73,4.08,8,4,1
P00156,2026-08-01,26,314.4,12.09,3.69,5,4,2
P00157,2024-08-31,28,373.7,13.35,1.84,3,4,0
P00157,2024-09-30,27,342.7,12.69,0.8,4,4,0
P00157,2024-10-31,29,353.5,12.19,2.73,4,4,1
P00157,2024-11-30,31,374.9,12.09,3.44,2,4,1
P00157,2024-12-31,28,373.9,13.35,3.3,5,4,1
P00157,2025-01-30,27,353.5,13.09,1.91,4,4,1
P00157,2025-03-02,28,376.4,13.44,1.14,6,4,0
P00157,2025-04-01,28,356.2,12.72,1.92,8,4,1
P00157,2025-05-01,31,395.1,12.74,2.76,8,4,1
P00157,2025-06-01,28,362.8,12.96,2.38,7,4,1
P00157,2025-07-01,28,370.1,13.22,2.14,9,4,1
P00157,2025-08-01,29,364.8,12.58,5.93,6,4,2
P00157,2025-08-31,31,383.3,12.36,0.2,6,4,0
P00157,2025-10-01,29,367.1,12.66,0.29,10,4,0
P00157,2025-10-31,29,343.4,11.84,1.18,8,4,1
P00157,2025-12-01,27,332.1,12.3,4.5,8,4,0
P00157,2025-12-31,29,345.5,11.91,5.35,6,4,0
P00157,2026-01-30,30,355.3,11.84,2.26,5,4,0
P00157,2026-03-02,31,362.2,11.68,1.37,5,4,1
P00157,2026-04-01,29,355.3,12.25,2.84,6,4,0
P00157,2026-05-02,29,350.9,12.1,3.6,3,4,0
P00157,2026-06-01,31,392.6,12.66,0.92,6,4,4
P00157,2026-07-02,27,337.3,12.49,3.6,6,4,1
P00157,2026-08-01,28,342.3,12.23,2.7,10,4,0
P00158,2024-08-31,31,425.2,13.72,2.94,6,4,2
P00158,2024-09-30,28,369.5,13.2,3.8,5,4,0
P00158,2024-10-31,30,390.2,13.01,1.12,6,4,1
P00158,2024-11-30,28,376.1,13.43,1.47,5,4,2
P00158,2024-12-31,26,350.2,13.47,3.38,1,4,1
P00158,2025-01-30,31,393.4,12.69,4.9,10,4,2
P00158,2025-03-02,27,342.2,12.67,3.4,3,4,0
P00158,2025-04-01,25,317.5,12.7,0.57,7,4,1
P00158,2025-05-01,30,386.9,12.9,3.05,4,4,1
P00158,2025-06-01,29,386.6,13.33,3.26,1,4,1
P00158,2025-07-01,26,349.1,13.43,0.6,6,4,1
P00158,2025-08-01,29,415.1,14.31,1.93,7,4,1
P00158,2025-08-31,29,417.9,14.41,1.43,7,4,1
P00158,2025-10-01,25,359.8,14.39,0.62,3,4,2
P00158,2025-10-31,27,384.7,14.25,0.98,4,4,1
P00158,2025-12-01,27,387.2,14.34,0.74,1,4,1
P00158,2025-12-31,28,378.1,13.51,1.42,1,4,1
P00158,2026-01-30,27,366.5,13.57,1.23,6,4,2
P00158,2026-03-02,30,382.7,12.76,0.92,3,4,1
P00158,2026-04-01,31,418.2,13.49,4.74,2,4,1
P00158,2026-05-02,26,351.8,13.53,0.2,4,4,0
P00158,2026-06-01,29,380.3,13.11,0.64,11,4,0
P00158,2026-07-02,28,363.2,12.97,3.37,3,4,1
P00158,2026-08-01,27,364.7,13.51,6.0,4,4,0
P00159,2024-08-31,27,234.6,8.69,1.77,6,4,2
P00159,2024-09-30,27,240.4,8.9,5.51,4,4,3
P00159,2024-10-31,27,241.5,8.94,0.79,2,4,1
P00159,2024-11-30,31,271.0,8.74,3.56,4,4,2
P00159,2024-12-31,28,276.8,9.89,3.97,7,4,3
P00159,2025-01-30,29,249.9,8.62,1.28,13,4,1
P00159,2025-03-02,29,263.1,9.07,5.37,7,4,2
P00159,2025-04-01,31,305.9,9.87,1.32,4,4,2
P00159,2025-05-01,29,274.9,9.48,2.23,4,4,3
P00159,2025-06-01,30,296.3,9.88,5.54,6,4,4
P00159,2025-07-01,31,280.2,9.04,3.43,5,4,1
P00159,2025-08-01,29,251.0,8.65,2.7,8,4,3
P00159,2025-08-31,30,275.1,9.17,3.23,10,4,2
P00159,2025-10-01,29,260.7,8.99,1.7,1,4,1
P00159,2025-10-31,29,239.8,8.27,3.18,5,4,1
P00159,2025-12-01,30,268.9,8.96,4.17,5,4,2
P00159,2025-12-31,28,273.6,9.77,4.73,6,4,2
P00159,2026-01-30,31,275.5,8.89,3.25,5,4,3
P00159,2026-03-02,30,273.9,9.13,0.7,5,4,0
P00159,2026-04-01,29,278.0,9.58,4.39,3,4,2
P00159,2026-05-02,28,246.7,8.81,1.69,5,4,1
P00159,2026-06-01,31,280.6,9.05,0.68,10,4,2
P00159,2026-07-02,28,264.6,9.45,1.59,4,4,3
P00159,2026-08-01,30,260.2,8.67,4.62,6,4,0
P00160,2024-08-31,27,350.9,13.0,1.76,3,4,0
P00160,2024-09-30,28,381.6,13.63,0.37,1,4,1
P00160,2024-10-31,30,392.2,13.07,1.89,9,4,2
P00160,2024-11-30,28,376.9,13.46,4.29,6,4,0
P00160,2024-12-31,29,392.7,13.54,1.06,5,4,0
P00160,2025-01-30,30,392.8,13.09,1.46,4,4,2
P00160,2025-03-02,29,377.4,13.01,1.73,6,4,1
