deployment_id,personnel_id,unit_id,location_type,deployment_type,start_date,end_date,is_current
P00170-D001,P00170,U009,static_station,static,2025-09-24,,True
P00170-D002,P00170,U009,field,training,2024-07-21,2025-09-23,False
P00170-D003,P00170,U009,static_station,static,2023-03-29,2024-07-20,False
P00170-D004,P00170,U009,static_station,training,2021-08-14,2023-03-28,False
P00170-D005,P00170,U009,field,training,2020-08-08,2021-08-13,False
P00170-D006,P00170,U009,hard_area,static,2019-03-11,2020-08-07,False
P00170-D007,P00170,U009,field,static,2018-04-26,2019-03-10,False
P00170-D008,P00170,U009,hard_area,static,2017-06-05,2018-04-25,False
P00171-D001,P00171,U012,static_station,operational,2024-01-12,,True
P00171-D002,P00171,U012,field,static,2023-01-17,2024-01-11,False
P00171-D003,P00171,U012,field,training,2021-01-31,2023-01-16,False
P00171-D004,P00171,U012,hard_area,training,2019-09-02,2021-01-30,False
P00171-D005,P00171,U012,static_station,operational,2018-06-03,2019-09-01,False
P00171-D006,P00171,U012,static_station,training,2016-08-29,2018-06-02,False
P00171-D007,P00171,U012,static_station,training,2015-11-25,2016-08-28,False
P00172-D001,P00172,U012,field,operational,2024-09-21,,True
P00173-D001,P00173,U010,hard_area,operational,2026-05-18,,True
P00173-D002,P00173,U010,field,static,2025-04-24,2026-05-17,False
P00173-D003,P00173,U010,static_station,training,2023-12-10,2025-04-23,False
P00173-D004,P00173,U010,hard_area,static,2021-12-06,2023-12-09,False
P00173-D005,P00173,U010,field,static,2020-08-28,2021-12-05,False
P00173-D006,P00173,U010,field,training,2019-05-28,2020-08-27,False
P00173-D007,P00173,U010,field,operational,2018-01-11,2019-05-27,False
P00173-D008,P00173,U010,field,static,2017-01-26,2018-01-10,False
P00174-D001,P00174,U003,static_station,static,2023-09-18,,True
P00174-D002,P00174,U003,hard_area,static,2022-06-18,2023-09-17,False
P00174-D003,P00174,U003,field,static,2021-07-19,2022-06-17,False
P00174-D004,P00174,U003,field,training,2020-11-10,2021-07-18,False
P00174-D005,P00174,U003,field,operational,2019-05-24,2020-11-09,False
P00174-D006,P00174,U003,hard_area,operational,2018-04-27,2019-05-23,False
P00174-D007,P00174,U003,field,operational,2016-11-04,2018-04-26,False
P00174-D008,P00174,U003,hard_area,operational,2015-05-18,2016-11-03,False
P00175-D001,P00175,U012,hard_area,operational,2026-03-16,,True
P00175-D002,P00175,U012,hard_area,training,2024-12-26,2026-03-15,False
P00175-D003,P00175,U012,static_station,operational,2024-01-05,2024-12-25,False
P00175-D004,P00175,U012,static_station,training,2022-10-29,2024-01-04,False
P00175-D005,P00175,U012,hard_area,static,2022-04-06,2022-10-28,False
P00176-D001,P00176,U001,static_station,operational,2025-11-02,,True
P00176-D002,P00176,U001,static_station,training,2024-10-13,2025-11-01,False
P00176-D003,P00176,U001,field,static,2024-01-11,2024-10-12,False
P00176-D004,P00176,U001,hard_area,operational,2022-08-29,2024-01-10,False
P00176-D005,P00176,U001,static_station,training,2020-10-08,2022-08-28,False
P00176-D006,P00176,U001,static_station,operational,2019-03-10,2020-10-07,False
P00176-D007,P00176,U001,static_station,static,2017-11-21,2019-03-09,False
P00176-D008,P00176,U001,field,operational,2017-06-02,2017-11-20,False
P00177-D001,P00177,U006,field,operational,2023-12-07,,True
P00177-D002,P00177,U006,hard_area,operational,2023-05-12,2023-12-06,False
P00177-D003,P00177,U006,static_station,training,2022-06-13,2023-05-11,False
P00177-D004,P00177,U006,field,operational,2021-02-11,2022-06-12,False
P00177-D005,P00177,U006,hard_area,static,2019-06-25,2021-02-10,False
P00177-D006,P00177,U006,field,operational,2017-12-01,2019-06-24,False
P00177-D007,P00177,U006,hard_area,static,2017-03-15,2017-11-30,False
P00178-D001,P00178,U005,field,operational,2024-08-02,,True
P00178-D002,P00178,U005,field,training,2022-10-07,2024-08-01,False
P00178-D003,P00178,U005,static_station,static,2021-05-08,2022-10-06,False
P00178-D004,P00178,U005,static_station,operational,2020-12-04,2021-05-07,False
P00178-D005,P00178,U005,field,static,2020-08-03,2020-12-03,False
P00178-D006,P00178,U005,static_station,static,2019-07-16,2020-08-02,False
P00178-D007,P00178,U005,hard_area,operational,2018-11-28,2019-07-15,False
P00179-D001,P00179,U014,hard_area,static,2025-01-12,,True
P00179-D002,P00179,U014,static_station,training,2023-11-07,2025-01-11,False
P00179-D003,P00179,U014,static_station,static,2022-05-04,2023-11-06,False
P00179-D004,P00179,U014,static_station,training,2021-09-21,2022-05-03,False
P00180-D001,P00180,U010,hard_area,operational,2025-10-26,,True
P00180-D002,P00180,U010,field,static,2024-02-13,2025-10-25,False
P00180-D003,P00180,U010,field,training,2021-05-29,2024-02-12,False
P00180-D004,P00180,U010,static_station,training,2020-11-30,2021-05-28,False
P00180-D005,P00180,U010,field,static,2019-09-19,2020-11-29,False
P00180-D006,P00180,U010,hard_area,training,2017-12-24,2019-09-18,False
P00180-D007,P00180,U010,field,training,2016-07-18,2017-12-23,False
P00180-D008,P00180,U010,hard_area,training,2015-10-04,2016-07-17,False
P00181-D001,P00181,U010,field,operational,2025-11-07,,True
P00181-D002,P00181,U010,field,operational,2025-04-06,2025-11-06,False
P00181-D003,P00181,U010,static_station,operational,2024-04-13,2025-04-05,False
P00181-D004,P00181,U010,static_station,training,2021-12-29,2024-04-12,False
P00181-D005,P00181,U010,static_station,operational,2020-09-05,2021-12-28,False
P00182-D001,P00182,U001,static_station,operational,2025-02-09,,True
P00182-D002,P00182,U001,hard_area,static,2023-06-22,2025-02-08,False
P00182-D003,P00182,U001,static_station,static,2022-03-02,2023-06-21,False
P00183-D001,P00183,U002,field,operational,2024-05-12,,True
P00183-D002,P00183,U002,field,training,2023-06-17,2024-05-11,False
P00183-D003,P00183,U002,field,static,2022-01-05,2023-06-16,False
P00183-D004,P00183,U002,field,operational,2020-12-14,2022-01-04,False
P00183-D005,P00183,U002,hard_area,operational,2019-12-19,2020-12-13,False
P00183-D006,P00183,U002,static_station,operational,2018-12-23,2019-12-18,False
P00183-D007,P00183,U002,field,training,2017-06-22,2018-12-22,False
P00183-D008,P00183,U002,hard_area,training,2015-10-18,2017-06-21,False
P00184-D001,P00184,U013,static_station,operational,2024-07-15,,True
P00184-D002,P00184,U013,hard_area,operational,2023-07-27,2024-07-14,False
P00184-D003,P00184,U013,static_station,training,2022-11-16,2023-07-26,False
P00185-D001,P00185,U003,static_station,static,2024-09-06,,True
P00185-D002,P00185,U003,field,operational,2024-01-24,2024-09-05,False
P00185-D003,P00185,U003,static_station,operational,2023-01-22,2024-01-23,False
P00185-D004,P00185,U003,static_station,static,2022-04-18,2023-01-21,False
P00185-D005,P00185,U003,static_station,static,2021-02-22,2022-04-17,False
P00185-D006,P00185,U003,hard_area,training,2020-01-08,2021-02-21,False
P00185-D007,P00185,U003,field,static,2019-07-28,2020-01-07,False
P00186-D001,P00186,U005,field,operational,2025-07-15,,True
P00186-D002,P00186,U005,hard_area,static,2024-03-21,2025-07-14,False
P00186-D003,P00186,U005,static_station,training,2022-07-14,2024-03-20,False
P00187-D001,P00187,U010,hard_area,operational,2025-05-10,,True
P00187-D002,P00187,U010,field,static,2025-01-07,2025-05-09,False
P00187-D003,P00187,U010,static_station,operational,2023-11-21,2025-01-06,False
P00187-D004,P00187,U010,static_station,training,2022-08-15,2023-11-20,False
P00187-D005,P00187,U010,static_station,static,2021-01-05,2022-08-14,False
P00187-D006,P00187,U010,field,operational,2019-04-26,2021-01-04,False
P00187-D007,P00187,U010,field,operational,2018-12-24,2019-04-25,False
P00187-D008,P00187,U010,static_station,static,2017-07-08,2018-12-23,False
P00188-D001,P00188,U014,hard_area,static,2024-10-24,,True
P00188-D002,P00188,U014,hard_area,training,2023-05-29,2024-10-23,False
P00188-D003,P00188,U014,field,operational,2022-08-19,2023-05-28,False
P00188-D004,P00188,U014,hard_area,operational,2021-04-26,2022-08-18,False
P00188-D005,P00188,U014,field,static,2020-04-03,2021-04-25,False
P00188-D006,P00188,U014,hard_area,training,2019-01-05,2020-04-02,False
P00188-D007,P00188,U014,field,training,2018-01-02,2019-01-04,False
P00188-D008,P00188,U014,hard_area,operational,2016-07-07,2018-01-01,False
P00189-D001,P00189,U007,field,static,2025-09-22,,True
P00189-D002,P00189,U007,static_station,training,2024-02-06,2025-09-21,False
P00189-D003,P00189,U007,static_station,training,2023-08-13,2024-02-05,False
P00189-D004,P00189,U007,field,operational,2021-11-20,2023-08-12,False
P00189-D005,P00189,U007,field,training,2020-10-03,2021-11-19,False
P00189-D006,P00189,U007,hard_area,training,2018-02-04,2020-10-02,False
P00189-D007,P00189,U007,static_station,static,2017-10-04,2018-02-03,False
P00189-D008,P00189,U007,field,operational,2016-02-22,2017-10-03,False
P00190-D001,P00190,U014,static_station,static,2026-01-19,,True
P00190-D002,P00190,U014,static_station,training,2025-01-01,2026-01-18,False
P00191-D001,P00191,U006,hard_area,operational,2025-01-09,,True
P00191-D002,P00191,U006,static_station,training,2024-02-17,2025-01-08,False
P00191-D003,P00191,U006,field,training,2023-05-27,2024-02-16,False
P00192-D001,P00192,U002,field,operational,2023-05-16,,True
P00192-D002,P00192,U002,static_station,training,2023-01-13,2023-05-15,False
P00192-D003,P00192,U002,field,operational,2022-09-12,2023-01-12,False
P00192-D004,P00192,U002,field,training,2021-06-24,2022-09-11,False
P00192-D005,P00192,U002,hard_area,operational,2020-02-11,2021-06-23,False
P00192-D006,P00192,U002,field,static,2018-08-29,2020-02-10,False
P00192-D007,P00192,U002,static_station,training,2017-01-02,2018-08-28,False
P00192-D008,P00192,U002,hard_area,operational,2016-06-08,2017-01-01,False
P00193-D001,P00193,U005,hard_area,operational,2025-03-10,,True
P00193-D002,P00193,U005,hard_area,static,2024-07-02,2025-03-09,False
P00193-D003,P00193,U005,hard_area,training,2023-10-19,2024-07-01,False
P00194-D001,P00194,U009,static_station,static,2024-04-01,,True
P00194-D002,P00194,U009,hard_area,operational,2022-12-15,2024-03-31,False
P00195-D001,P00195,U011,field,operational,2023-09-03,,True
P00195-D002,P00195,U011,static_station,static,2023-04-25,2023-09-02,False
P00196-D001,P00196,U016,static_station,operational,2023-10-19,,True
P00196-D002,P00196,U016,field,static,2023-02-14,2023-10-18,False
P00196-D003,P00196,U016,field,training,2021-12-26,2023-02-13,False
P00196-D004,P00196,U016,hard_area,operational,2021-05-04,2021-12-25,False
P00196-D005,P00196,U016,field,operational,2020-08-10,2021-05-03,False
P00196-D006,P00196,U016,static_station,static,2019-07-16,2020-08-09,False
P00196-D007,P00196,U016,static_station,static,2018-05-26,2019-07-15,False
P00196-D008,P00196,U016,static_station,operational,2016-07-08,2018-05-25,False
P00197-D001,P00197,U008,field,operational,2023-05-27,,True
P00197-D002,P00197,U008,hard_area,static,2022-10-23,2023-05-26,False
P00197-D003,P00197,U008,field,operational,2021-07-27,2022-10-22,False
P00197-D004,P00197,U008,static_station,operational,2021-03-09,2021-07-26,False
P00198-D001,P00198,U010,hard_area,operational,2023-01-27,,True
P00198-D002,P00198,U010,hard_area,static,2022-02-07,2023-01-26,False
P00198-D003,P00198,U010,field,operational,2021-01-01,2022-02-06,False
P00198-D004,P00198,U010,field,operational,2019-10-11,2020-12-31,False
P00198-D005,P00198,U010,field,training,2018-02-01,2019-10-10,False
P00198-D006,P00198,U010,hard_area,static,2017-04-17,2018-01-31,False
P00199-D001,P00199,U007,static_station,static,2023-06-26,,True
P00199-D002,P00199,U007,field,training,2022-12-15,2023-06-25,False
P00199-D003,P00199,U007,hard_area,training,2021-08-01,2022-12-14,False
P00200-D001,P00200,U016,hard_area,operational,2026-06-26,,True
P00200-D002,P00200,U016,field,operational,2025-05-22,2026-06-25,False
P00200-D003,P00200,U016,field,training,2024-02-21,2025-05-21,False
P00200-D004,P00200,U016,field,static,2023-07-06,2024-02-20,False
P00200-D005,P00200,U016,field,operational,2021-09-11,2023-07-05,False
P00200-D006,P00200,U016,hard_area,operational,2020-11-07,2021-09-10,False
P00200-D007,P00200,U016,field,static,2020-07-07,2020-11-06,False
P00200-D008,P00200,U016,field,operational,2019-09-14,2020-07-06,False
P00201-D001,P00201,U012,field,operational,2025-07-06,,True
P00202-D001,P00202,U007,field,static,2024-11-09,,True
P00202-D002,P00202,U007,hard_area,training,2023-07-28,2024-11-08,False
P00202-D003,P00202,U007,static_station,operational,2022-03-06,2023-07-27,False
P00203-D001,P00203,U004,static_station,static,2025-03-09,,True
P00203-D002,P00203,U004,static_station,operational,2024-06-02,2025-03-08,False
P00203-D003,P00203,U004,hard_area,training,2022-10-07,2024-06-01,False
P00203-D004,P00203,U004,hard_area,static,2021-12-13,2022-10-06,False
P00203-D005,P00203,U004,hard_area,operational,2020-09-28,2021-12-12,False
P00203-D006,P00203,U004,field,static,2019-12-21,2020-09-27,False
P00203-D007,P00203,U004,static_station,static,2018-10-18,2019-12-20,False
P00203-D008,P00203,U004,field,static,2017-03-17,2018-10-17,False
P00204-D001,P00204,U014,static_station,static,2024-02-07,,True
P00204-D002,P00204,U014,static_station,static,2023-10-07,2024-02-06,False
P00204-D003,P00204,U014,static_station,static,2021-12-20,2023-10-06,False
P00204-D004,P00204,U014,hard_area,operational,2019-12-19,2021-12-19,False
P00204-D005,P00204,U014,field,training,2018-09-21,2019-12-18,False
P00204-D006,P00204,U014,hard_area,static,2017-08-08,2018-09-20,False
P00205-D001,P00205,U001,static_station,operational,2024-08-09,,True
P00205-D002,P00205,U001,static_station,training,2023-09-14,2024-08-08,False
P00205-D003,P00205,U001,hard_area,static,2021-12-16,2023-09-13,False
P00205-D004,P00205,U001,hard_area,operational,2019-11-16,2021-12-15,False
P00205-D005,P00205,U001,field,operational,2019-01-25,2019-11-15,False
P00205-D006,P00205,U001,hard_area,operational,2016-12-26,2019-01-24,False
P00205-D007,P00205,U001,hard_area,training,2016-02-18,2016-12-25,False
P00205-D008,P00205,U001,field,operational,2014-06-28,2016-02-17,False
P00206-D001,P00206,U002,hard_area,operational,2025-11-16,,True
P00206-D002,P00206,U002,static_station,operational,2025-04-29,2025-11-15,False
P00206-D003,P00206,U002,field,static,2024-07-21,2025-04-28,False
P00206-D004,P00206,U002,hard_area,static,2022-12-14,2024-07-20,False
P00206-D005,P00206,U002,static_station,operational,2022-03-27,2022-12-13,False
P00206-D006,P00206,U002,static_station,static,2020-11-10,2022-03-26,False
P00206-D007,P00206,U002,static_station,operational,2019-11-29,2020-11-09,False
P00206-D008,P00206,U002,hard_area,operational,2019-01-14,2019-11-28,False
P00207-D001,P00207,U009,static_station,static,2023-12-17,,True
P00207-D002,P00207,U009,static_station,training,2022-11-29,2023-12-16,False
P00207-D003,P00207,U009,field,operational,2021-05-19,2022-11-28,False
P00207-D004,P00207,U009,hard_area,operational,2019-12-28,2021-05-18,False
P00207-D005,P00207,U009,hard_area,static,2019-05-05,2019-12-27,False
P00208-D001,P00208,U010,hard_area,operational,2025-08-09,,True
P00208-D002,P00208,U010,static_station,static,2025-01-16,2025-08-08,False
P00208-D003,P00208,U010,field,static,2024-01-09,2025-01-15,False
P00208-D004,P00208,U010,field,operational,2022-02-09,2024-01-08,False
P00208-D005,P00208,U010,hard_area,operational,2020-05-16,2022-02-08,False
P00208-D006,P00208,U010,hard_area,static,2018-09-26,2020-05-15,False
P00208-D007,P00208,U010,hard_area,static,2018-05-09,2018-09-25,False
P00208-D008,P00208,U010,field,operational,2017-02-09,2018-05-08,False
P00209-D001,P00209,U011,field,operational,2025-08-24,,True
P00209-D002,P00209,U011,field,operational,2024-05-14,2025-08-23,False
P00209-D003,P00209,U011,hard_area,operational,2023-10-06,2024-05-13,False
P00209-D004,P00209,U011,hard_area,static,2022-01-21,2023-10-05,False
P00209-D005,P00209,U011,field,static,2020-01-08,2022-01-20,False
P00209-D006,P00209,U011,field,training,2019-01-01,2020-01-07,False
P00209-D007,P00209,U011,field,operational,2018-05-30,2018-12-31,False
P00209-D008,P00209,U011,hard_area,operational,2018-01-26,2018-05-29,False
P00210-D001,P00210,U010,hard_area,operational,2024-06-30,,True
P00210-D002,P00210,U010,field,training,2023-11-27,2024-06-29,False
P00211-D001,P00211,U007,static_station,static,2023-10-25,,True
P00212-D001,P00212,U002,field,operational,2025-09-09,,True
P00212-D002,P00212,U002,static_station,training,2024-02-18,2025-09-08,False
P00212-D003,P00212,U002,hard_area,training,2022-08-14,2024-02-17,False
P00212-D004,P00212,U002,field,static,2021-05-12,2022-08-13,False
P00212-D005,P00212,U002,static_station,operational,2019-10-20,2021-05-11,False
P00212-D006,P00212,U002,static_station,training,2019-06-19,2019-10-19,False
P00212-D007,P00212,U002,hard_area,static,2018-08-03,2019-06-18,False
P00212-D008,P00212,U002,static_station,training,2017-07-14,2018-08-02,False
P00213-D001,P00213,U011,hard_area,operational,2024-11-07,,True
P00214-D001,P00214,U011,field,operational,2024-07-05,,True
P00214-D002,P00214,U011,hard_area,static,2022-03-05,2024-07-04,False
P00214-D003,P00214,U011,static_station,operational,2019-10-02,2022-03-04,False
P00214-D004,P00214,U011,static_station,training,2019-05-01,2019-10-01,False
P00214-D005,P00214,U011,field,operational,2018-05-30,2019-04-30,False
P00214-D006,P00214,U011,field,static,2017-09-10,2018-05-29,False
P00214-D007,P00214,U011,field,static,2016-07-06,2017-09-09,False
P00214-D008,P00214,U011,field,operational,2015-10-08,2016-07-05,False
P00215-D001,P00215,U001,static_station,operational,2024-02-27,,True
P00215-D002,P00215,U001,hard_area,training,2023-01-02,2024-02-26,False
P00215-D003,P00215,U001,hard_area,operational,2022-04-26,2023-01-01,False
P00215-D004,P00215,U001,static_station,static,2020-12-31,2022-04-25,False
P00215-D005,P00215,U001,field,training,2019-11-24,2020-12-30,False
P00215-D006,P00215,U001,hard_area,training,2018-11-19,2019-11-23,False
P00216-D001,P00216,U014,field,static,2025-07-19,,True
P00216-D002,P00216,U014,static_station,static,2023-09-18,2025-07-18,False
P00216-D003,P00216,U014,static_station,operational,2022-06-10,2023-09-17,False
P00217-D001,P00217,U006,hard_area,operational,2025-03-24,,True
P00217-D002,P00217,U006,field,operational,2023-01-05,2025-03-23,False
P00217-D003,P00217,U006,hard_area,operational,2021-09-15,2023-01-04,False
P00217-D004,P00217,U006,static_station,operational,2021-03-14,2021-09-14,False
P00217-D005,P00217,U006,static_station,training,2020-06-02,2021-03-13,False
P00217-D006,P00217,U006,field,training,2019-10-13,2020-06-01,False
P00217-D007,P00217,U006,field,operational,2018-07-10,2019-10-12,False
P00217-D008,P00217,U006,field,static,2016-11-09,2018-07-09,False
P00218-D001,P00218,U001,static_station,operational,2023-11-04,,True
P00218-D002,P00218,U001,static_station,training,2023-01-28,2023-11-03,False
P00218-D003,P00218,U001,field,static,2021-05-10,2023-01-27,False
P00218-D004,P00218,U001,static_station,operational,2019-11-27,2021-05-09,False
P00218-D005,P00218,U001,hard_area,training,2018-09-03,2019-11-26,False
P00219-D001,P00219,U005,hard_area,operational,2025-11-24,,True
P00219-D002,P00219,U005,hard_area,static,2024-08-13,2025-11-23,False
P00219-D003,P00219,U005,static_station,operational,2024-03-15,2024-08-12,False
P00219-D004,P00219,U005,static_station,training,2023-06-20,2024-03-14,False
P00219-D005,P00219,U005,field,operational,2022-12-28,2023-06-19,False
P00219-D006,P00219,U005,hard_area,static,2022-05-02,2022-12-27,False
P00219-D007,P00219,U005,hard_area,training,2021-06-19,2022-05-01,False
P00219-D008,P00219,U005,static_station,static,2020-01-06,2021-06-18,False
P00220-D001,P00220,U009,static_station,static,2026-01-25,,True
P00220-D002,P00220,U009,field,training,2024-08-22,2026-01-24,False
P00220-D003,P00220,U009,static_station,static,2024-02-29,2024-08-21,False
P00220-D004,P00220,U009,hard_area,operational,2023-07-25,2024-02-28,False
P00221-D001,P00221,U009,static_station,static,2023-06-05,,True
P00221-D002,P00221,U009,static_station,training,2022-08-30,2023-06-04,False
P00221-D003,P00221,U009,hard_area,training,2020-10-25,2022-08-29,False
P00221-D004,P00221,U009,field,training,2019-03-28,2020-10-24,False
P00221-D005,P00221,U009,hard_area,static,2018-05-04,2019-03-27,False
P00221-D006,P00221,U009,static_station,static,2016-09-11,2018-05-03,False
P00221-D007,P00221,U009,static_station,training,2015-09-04,2016-09-10,False
P00221-D008,P00221,U009,hard_area,static,2014-11-11,2015-09-03,False
P00222-D001,P00222,U004,field,static,2024-10-12,,True
P00222-D002,P00222,U004,field,static,2023-08-02,2024-10-11,False
P00222-D003,P00222,U004,field,static,2021-05-22,2023-08-01,False
P00222-D004,P00222,U004,static_station,static,2019-06-09,2021-05-21,False
P00222-D005,P00222,U004,field,operational,2017-10-20,2019-06-08,False
P00222-D006,P00222,U004,hard_area,operational,2016-01-25,2017-10-19,False
P00222-D007,P00222,U004,field,training,2014-07-14,2016-01-24,False
P00222-D008,P00222,U004,field,static,2013-09-15,2014-07-13,False
P00223-D001,P00223,U013,field,operational,2025-06-01,,True
P00223-D002,P00223,U013,field,static,2024-11-09,2025-05-31,False
P00223-D003,P00223,U013,hard_area,static,2023-12-07,2024-11-08,False
P00223-D004,P00223,U013,static_station,training,2022-07-29,2023-12-06,False
P00224-D001,P00224,U014,static_station,static,2026-02-06,,True
P00224-D002,P00224,U014,static_station,static,2023-11-27,2026-02-05,False
P00224-D003,P00224,U014,hard_area,static,2022-07-04,2023-11-26,False
P00224-D004,P00224,U014,static_station,static,2020-12-01,2022-07-03,False
P00224-D005,P00224,U014,static_station,training,2019-11-08,2020-11-30,False
P00224-D006,P00224,U014,static_station,static,2018-07-06,2019-11-07,False
P00224-D007,P00224,U014,field,static,2017-04-14,2018-07-05,False
P00224-D008,P00224,U014,static_station,training,2015-10-24,2017-04-13,False
P00225-D001,P00225,U010,hard_area,operational,2025-11-30,,True
P00225-D002,P00225,U010,field,static,2023-12-16,2025-11-29,False
P00225-D003,P00225,U010,field,static,2023-04-18,2023-12-15,False
P00225-D004,P00225,U010,static_station,operational,2022-08-21,2023-04-17,False
P00225-D005,P00225,U010,hard_area,static,2022-01-12,2022-08-20,False
P00226-D001,P00226,U002,hard_area,operational,2026-07-11,,True
P00226-D002,P00226,U002,field,operational,2025-02-21,2026-07-10,False
P00226-D003,P00226,U002,hard_area,static,2023-08-25,2025-02-20,False
P00226-D004,P00226,U002,hard_area,operational,2023-04-24,2023-08-24,False
P00226-D005,P00226,U002,static_station,static,2022-07-13,2023-04-23,False
P00226-D006,P00226,U002,field,training,2021-08-16,2022-07-12,False
P00226-D007,P00226,U002,field,operational,2020-11-20,2021-08-15,False
P00227-D001,P00227,U006,static_station,operational,2024-08-17,,True
P00227-D002,P00227,U006,field,training,2023-10-07,2024-08-16,False
P00227-D003,P00227,U006,field,operational,2023-03-31,2023-10-06,False
P00227-D004,P00227,U006,static_station,training,2022-07-11,2023-03-30,False
P00227-D005,P00227,U006,static_station,static,2021-08-08,2022-07-10,False
P00227-D006,P00227,U006,field,operational,2020-04-26,2021-08-07,False
P00227-D007,P00227,U006,hard_area,operational,2018-11-14,2020-04-25,False
P00227-D008,P00227,U006,static_station,operational,2017-03-02,2018-11-13,False
P00228-D001,P00228,U009,static_station,static,2025-04-08,,True
P00228-D002,P00228,U009,hard_area,operational,2024-07-11,2025-04-07,False
P00228-D003,P00228,U009,static_station,static,2023-08-26,2024-07-10,False
P00228-D004,P00228,U009,hard_area,training,2021-09-22,2023-08-25,False
P00228-D005,P00228,U009,hard_area,static,2020-07-24,2021-09-21,False
P00228-D006,P00228,U009,static_station,operational,2018-07-27,2020-07-23,False
P00228-D007,P00228,U009,static_station,operational,2017-04-20,2018-07-26,False
P00228-D008,P00228,U009,hard_area,training,2016-09-13,2017-04-19,False
P00229-D001,P00229,U011,hard_area,operational,2026-06-12,,True
P00229-D002,P00229,U011,static_station,training,2025-12-14,2026-06-11,False
P00229-D003,P00229,U011,hard_area,training,2024-12-21,2025-12-13,False
P00229-D004,P00229,U011,field,operational,2023-09-27,2024-12-20,False
P00229-D005,P00229,U011,hard_area,static,2021-10-31,2023-09-26,False
P00229-D006,P00229,U011,field,operational,2020-10-26,2021-10-30,False
P00229-D007,P00229,U011,static_station,training,2020-02-27,2020-10-25,False
P00229-D008,P00229,U011,hard_area,static,2019-02-13,2020-02-26,False
P00230-D001,P00230,U008,hard_area,operational,2025-10-25,,True
P00230-D002,P00230,U008,field,operational,2025-01-20,2025-10-24,False
P00230-D003,P00230,U008,static_station,training,2023-12-14,2025-01-19,False
P00230-D004,P00230,U008,hard_area,operational,2023-02-26,2023-12-13,False
P00231-D001,P00231,U016,hard_area,operational,2024-12-24,,True
P00231-D002,P00231,U016,hard_area,training,2024-03-19,2024-12-23,False
P00232-D001,P00232,U005,field,operational,2026-06-01,,True
P00232-D002,P00232,U005,field,static,2024-11-06,2026-05-31,False
P00232-D003,P00232,U005,static_station,static,2023-04-14,2024-11-05,False
P00232-D004,P00232,U005,field,training,2022-04-12,2023-04-13,False
P00232-D005,P00232,U005,static_station,static,2021-03-17,2022-04-11,False
P00232-D006,P00232,U005,static_station,operational,2020-07-29,2021-03-16,False
P00232-D007,P00232,U005,static_station,static,2020-02-21,2020-07-28,False
P00232-D008,P00232,U005,static_station,static,2018-05-17,2020-02-20,False
P00233-D001,P00233,U014,static_station,static,2023-08-14,,True
P00233-D002,P00233,U014,static_station,training,2022-01-24,2023-08-13,False
P00233-D003,P00233,U014,static_station,training,2020-10-31,2022-01-23,False
P00233-D004,P00233,U014,static_station,static,2019-06-28,2020-10-30,False
P00233-D005,P00233,U014,static_station,static,2018-04-29,2019-06-27,False
P00233-D006,P00233,U014,hard_area,static,2016-05-21,2018-04-28,False
P00233-D007,P00233,U014,field,static,2015-02-08,2016-05-20,False
P00233-D008,P00233,U014,static_station,static,2013-11-03,2015-02-07,False
P00234-D001,P00234,U016,hard_area,operational,2024-04-17,,True
P00234-D002,P00234,U016,static_station,operational,2023-03-28,2024-04-16,False
P00234-D003,P00234,U016,hard_area,static,2022-03-01,2023-03-27,False
P00234-D004,P00234,U016,static_station,static,2020-07-24,2022-02-28,False
P00234-D005,P00234,U016,hard_area,static,2020-02-07,2020-07-23,False
P00234-D006,P00234,U016,static_station,operational,2018-11-06,2020-02-06,False
P00234-D007,P00234,U016,field,static,2017-08-06,2018-11-05,False
P00234-D008,P00234,U016,hard_area,training,2017-03-27,2017-08-05,False
P00235-D001,P00235,U009,static_station,static,2024-05-11,,True
P00235-D002,P00235,U009,static_station,training,2023-02-13,2024-05-10,False
P00235-D003,P00235,U009,static_station,operational,2021-09-19,2023-02-12,False
P00235-D004,P00235,U009,static_station,training,2019-09-11,2021-09-18,False
P00235-D005,P00235,U009,static_station,static,2018-01-30,2019-09-10,False
P00235-D006,P00235,U009,static_station,static,2017-08-09,2018-01-29,False
P00236-D001,P00236,U004,field,static,2026-06-06,,True
P00236-D002,P00236,U004,field,operational,2025-02-25,2026-06-05,False
P00236-D003,P00236,U004,field,static,2023-05-30,2025-02-24,False
P00236-D004,P00236,U004,static_station,training,2022-03-09,2023-05-29,False
P00236-D005,P00236,U004,static_station,static,2020-10-31,2022-03-08,False
P00236-D006,P00236,U004,field,training,2019-01-31,2020-10-30,False
P00236-D007,P00236,U004,field,training,2016-05-07,2019-01-30,False
P00236-D008,P00236,U004,hard_area,static,2015-07-29,2016-05-06,False
P00237-D001,P00237,U013,hard_area,operational,2025-06-19,,True
P00237-D002,P00237,U013,field,static,2024-07-05,2025-06-18,False
P00237-D003,P00237,U013,static_station,static,2023-09-29,2024-07-04,False
P00237-D004,P00237,U013,static_station,training,2023-02-05,2023-09-28,False
P00237-D005,P00237,U013,static_station,training,2021-02-12,2023-02-04,False
P00237-D006,P00237,U013,field,static,2019-09-28,2021-02-11,False
P00237-D007,P00237,U013,hard_area,training,2017-08-31,2019-09-27,False
P00237-D008,P00237,U013,hard_area,operational,2016-10-27,2017-08-30,False
P00238-D001,P00238,U009,static_station,static,2023-12-14,,True
